architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,vocab_size,batch_size,seq_len,phase,phase_tokens,decode_tokens,timed_repeats,dtype,device,name,operation_key,pretty_name,group,count,total_ms,total,avg_ms,avg,min_ms,min,max_ms,max,std_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,prefill_plus_decode,8202,10,1,cuda_autocast_float16,cuda,block.norm1,block.norm1,LayerNorm (Pre-Attention),Layer Normalization,352,151.2789186090231,0.1512789186090231,0.4297696551392702,0.0004297696551392702,0.2530273050069809,0.0002530273050069809,3.837753087282181,0.003837753087282181,0.46995777949973166,151.2789186090231,0.018444150037676552,0.43400876625512985
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,prefill_plus_decode,8202,10,1,cuda_autocast_float16,cuda,attn.qkv_projection,attn.qkv_projection,QKV Projection,Self-Attention,352,1040.222571697086,1.040222571697086,2.9551777605030853,0.0029551777605030852,0.6608408875763416,0.0006608408875763416,31.93186828866601,0.03193186828866601,7.084036207865985,1040.222571697086,0.1268254781391229,2.984326693528221
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,prefill_plus_decode,8202,10,1,cuda_autocast_float16,cuda,attn.matmul_qk,attn.matmul_qk,QK^T MatMul,Self-Attention,352,5547.976238653064,5.547976238653064,15.761296132537113,0.015761296132537114,0.6833369843661785,0.0006833369843661785,1364.5913540385664,1.3645913540385664,79.64494062927645,5547.976238653064,0.6764174882532387,15.916760541987202
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,prefill_plus_decode,8202,10,1,cuda_autocast_float16,cuda,attn.apply_causal_mask,attn.apply_causal_mask,Causal Mask,Self-Attention,32,5922.455122228712,5.922455122228712,185.07672256964725,0.18507672256964725,181.55589001253247,0.18155589001253247,229.08665565773845,0.22908665565773845,10.416921214888403,5922.455122228712,0.7220745089281532,16.9911145877701
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,prefill_plus_decode,8202,10,1,cuda_autocast_float16,cuda,attn.softmax,attn.softmax,Softmax,Self-Attention,352,10464.405633509159,10.464405633509159,29.728425095196474,0.029728425095196475,0.16668997704982758,0.00016668997704982758,2578.7929608486593,2.5787929608486593,186.17814597177838,10464.405633509159,1.2758358490013606,30.02165682007759
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,prefill_plus_decode,8202,10,1,cuda_autocast_float16,cuda,attn.weighted_sum,attn.weighted_sum,Attention Weighted Sum,Self-Attention,352,6835.1523242890835,6.8351523242890835,19.41804637582126,0.019418046375821257,0.6532249972224236,0.0006532249972224236,1415.93110980466,1.41593110980466,88.29161698032532,6835.1523242890835,0.8333519049364891,19.609579806010387
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,prefill_plus_decode,8202,10,1,cuda_autocast_float16,cuda,attn.out_projection,attn.out_projection,Output Projection,Self-Attention,352,382.94917764142156,0.38294917764142156,1.087923800117675,0.001087923800117675,0.3472687676548958,0.0003472687676548958,9.260991122573614,0.009260991122573614,2.278691111232679,382.94917764142156,0.04668973148517697,1.0986547342800523
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,prefill_plus_decode,8202,10,1,cuda_autocast_float16,cuda,block.norm2,block.norm2,LayerNorm (Pre-FFN),Layer Normalization,352,149.67360347509384,0.14967360347509384,0.4252091007815166,0.00042520910078151656,0.26093190535902977,0.00026093190535902977,2.552773803472519,0.002552773803472519,0.4390605480659895,149.67360347509384,0.0182484276365635,0.4294032280404631
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,prefill_plus_decode,8202,10,1,cuda_autocast_float16,cuda,ff.linear1,ff.linear1,FFN Linear 1,Feed Forward Network,352,1358.5148234851658,1.3585148234851658,3.8594171121737664,0.0038594171121737663,0.8164909668266773,0.0008164909668266773,35.03597108647227,0.03503597108647227,9.402234975055464,1358.5148234851658,0.16563214136615043,3.8974851744143484
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,prefill_plus_decode,8202,10,1,cuda_autocast_float16,cuda,ff.gelu,ff.gelu,GELU Activation,Feed Forward Network,352,188.94661031663418,0.18894661031663418,0.5367801429449834,0.0005367801429449835,0.20662695169448853,0.00020662695169448853,4.407297354191542,0.004407297354191542,0.9740455048523706,188.94661031663418,0.02303665085547844,0.5420747714593989
