architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,vocab_size,batch_size,seq_len,phase,phase_tokens,decode_tokens,timed_repeats,dtype,device,name,operation_key,pretty_name,group,count,total_ms,total,avg_ms,avg,min_ms,min,max_ms,max,std_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total,source_operations
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,block.norm1,block.norm1,LayerNorm (Pre-Attention),Layer Normalization,352,121.8025078997016,0.1218025078997016,0.34602985198778863,0.0003460298519877886,0.2232687547802925,0.0002232687547802925,19.60018090903759,0.01960018090903759,1.0279137631787223,121.8025078997016,0.4579041650364722,2.4403224575402747,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,attn.qkv_projection,attn.qkv_projection,QKV Projection,Self-Attention,352,1058.2334846258163,1.0582334846258163,3.0063451267778873,0.0030063451267778873,0.5023051053285599,0.0005023051053285599,88.5005877353251,0.0885005877353251,2.797837281547573,1058.2334846258163,3.9783213707737457,21.201787897339404,attn.q_proj+attn.k_proj+attn.v_proj
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,attn.matmul_qk,attn.matmul_qk,QK^T MatMul,Self-Attention,352,199.27559792995453,0.19927559792995453,0.5661238577555526,0.0005661238577555526,0.39483094587922096,0.00039483094587922096,13.82934907451272,0.01382934907451272,0.8395798788835559,199.27559792995453,0.7491563831953177,3.99250167548829,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,attn.apply_causal_mask,attn.apply_causal_mask,Causal Mask,Self-Attention,32,95.62054090201855,0.09562054090201855,2.9881419031880796,0.0029881419031880796,0.7110149599611759,0.0007110149599611759,66.4528738707304,0.0664528738707304,11.399116134691194,95.62054090201855,0.35947571767676145,1.9157647686326162,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,attn.softmax,attn.softmax,Softmax,Self-Attention,352,80.84485912695527,0.08084485912695527,0.22967289524703202,0.00022967289524703202,0.1520458608865738,0.0001520458608865738,12.756844982504845,0.012756844982504845,0.6694818631660323,80.84485912695527,0.3039280418306589,1.6197328668030826,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,attn.weighted_sum,attn.weighted_sum,Attention Weighted Sum,Self-Attention,352,115.02366280183196,0.11502366280183196,0.32677176932338625,0.00032677176932338625,0.22726785391569138,0.00022726785391569138,1.642419956624508,0.001642419956624508,0.14522279467856228,115.02366280183196,0.43241978496929306,2.304507783328968,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,attn.out_projection,attn.out_projection,Output Projection,Self-Attention,352,327.3227675817907,0.3273227675817907,0.9298942260846327,0.0009298942260846327,0.5187508650124073,0.0005187508650124073,6.983994971960783,0.006983994971960783,0.7453731453567066,327.3227675817907,1.2305367202322959,6.5579364035084575,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,block.norm2,block.norm2,LayerNorm (Pre-FFN),Layer Normalization,352,108.22260240092874,0.10822260240092874,0.30745057500263845,0.00030745057500263846,0.25030504912137985,0.00025030504912137985,0.45674387365579605,0.00045674387365579605,0.019966351643818086,108.22260240092874,0.406851888725296,2.1682480238412682,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,ff.linear1,ff.linear1,FFN Linear 1,Feed Forward Network,352,977.4577133357525,0.9774577133357525,2.7768685037947516,0.0027768685037947516,1.496005803346634,0.001496005803346634,25.40032798424363,0.02540032798424363,2.8275289412753626,977.4577133357525,3.674653057653205,19.583439210573466,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,ff.gelu,ff.gelu,GELU Activation,Feed Forward Network,352,182.7750140801072,0.1827750140801072,0.5192471990912136,0.0005192471990912136,0.16542011871933937,0.00016542011871933937,7.039349060505629,0.007039349060505629,1.3884665112698944,182.7750140801072,0.6871241130831098,3.6619112301382937,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,ff.linear2,ff.linear2,FFN Linear 2,Feed Forward Network,352,1417.6158141344786,1.4176158141344786,4.027317653791132,0.004027317653791132,1.44538888707757,0.00144538888707757,62.13934114202857,0.06213934114202857,7.2220899699578025,1417.6158141344786,5.329382759904055,28.402040048676888,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,model.output_head,model.output_head,Output Head Projection,Model Output,11,83.50491104647517,0.08350491104647517,7.5913555496795615,0.007591355549679562,3.462002146989107,0.003462002146989107,38.60800387337804,0.03860800387337804,9.826420633883343,83.50491104647517,0.31392823701682393,1.673027208187029,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,256,prefill_plus_decode,266,10,1,float32,cuda,attn.cache_concat,attn.cache_concat,KV Cache Concat,Self-Attention,320,223.5469687730074,0.2235469687730074,0.6985842774156481,0.0006985842774156481,0.33016689121723175,0.00033016689121723175,10.463469661772251,0.010463469661772251,1.7280553943485353,223.5469687730074,0.8404021382443887,4.4787804259419595,
