architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,vocab_size,batch_size,seq_len,phase,phase_tokens,decode_tokens,timed_repeats,dtype,device,name,operation_key,pretty_name,group,count,total_ms,total,avg_ms,avg,min_ms,min,max_ms,max,std_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total,source_operations
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,block.norm1,block.norm1,LayerNorm (Pre-Attention),Layer Normalization,352,116.26934679225087,0.11626934679225087,0.33031064429616724,0.00033031064429616725,0.143569428473711,0.00014356942847371101,1.8397727981209755,0.0018397727981209755,0.19485307221014042,116.26934679225087,0.056496281240160776,0.6816164403050508,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,attn.qkv_projection,attn.qkv_projection,QKV Projection,Self-Attention,352,2531.4577813260257,2.5314577813260257,7.191641424221664,0.007191641424221664,0.43035484850406647,0.00043035484850406647,49.70159940421581,0.04970159940421581,5.420275931939722,2531.4577813260257,1.230057230965027,14.840396796698673,attn.q_proj+attn.k_proj+attn.v_proj
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,attn.matmul_qk,attn.matmul_qk,QK^T MatMul,Self-Attention,352,1107.6855948194861,1.1076855948194861,3.146834076191722,0.003146834076191722,0.44564995914697647,0.00044564995914697647,168.43916894868016,0.16843916894868016,11.079839523389513,1107.6855948194861,0.5382340110881857,6.4936867106263065,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,attn.apply_causal_mask,attn.apply_causal_mask,Causal Mask,Self-Attention,32,728.1909305602312,0.7281909305602312,22.755966580007225,0.022755966580007225,22.005269769579172,0.022005269769579172,30.32655594870448,0.03032655594870448,1.3669680509369373,728.1909305602312,0.35383427140924745,4.268940384070066,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,attn.softmax,attn.softmax,Softmax,Self-Attention,352,955.2162894979119,0.9552162894979119,2.713682640619068,0.002713682640619068,0.09381398558616638,9.381398558616638e-05,28.488862793892622,0.028488862793892622,8.045107356150542,955.2162894979119,0.4641478568988882,5.599851938037718,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,attn.weighted_sum,attn.weighted_sum,Attention Weighted Sum,Self-Attention,352,829.7630907036364,0.8297630907036364,2.3572815076807854,0.0023572815076807856,0.3035212866961956,0.0003035212866961956,28.295563999563456,0.028295563999563456,6.0192014523237525,829.7630907036364,0.40318906253821013,4.864396161032053,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,attn.out_projection,attn.out_projection,Output Projection,Self-Attention,352,837.982356082648,0.837982356082648,2.3806316934166136,0.0023806316934166134,0.45780790969729424,0.00045780790969729424,19.14488384500146,0.01914488384500146,5.243073564445309,837.982356082648,0.4071828746757279,4.912580713230275,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,block.norm2,block.norm2,LayerNorm (Pre-FFN),Layer Normalization,352,119.63094398379326,0.11963094398379326,0.3398606363175945,0.0003398606363175945,0.16423873603343964,0.00016423873603343964,1.0017831809818745,0.0010017831809818745,0.1659970499781543,119.63094398379326,0.0581297103905701,0.7013234393951263,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,ff.linear1,ff.linear1,FFN Linear 1,Feed Forward Network,352,3017.870577517897,3.017870577517897,8.573495958857661,0.00857349595885766,1.173254568129778,0.001173254568129778,74.6330008842051,0.0746330008842051,20.790391933707678,3017.870577517897,1.4664094157035457,17.691939080251146,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,ff.gelu,ff.gelu,GELU Activation,Feed Forward Network,352,121.77944323047996,0.12177944323047996,0.34596432735931804,0.000345964327359318,0.10306201875209808,0.00010306201875209808,1.980082131922245,0.001980082131922245,0.49256254676377703,121.77944323047996,0.05917368475727889,0.7139187833006988,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,ff.linear2,ff.linear2,FFN Linear 2,Feed Forward Network,352,5455.478296615183,5.455478296615183,15.498517888111316,0.015498517888111315,1.098349690437317,0.001098349690437317,155.18000209704041,0.15518000209704041,42.91003160333148,5455.478296615183,2.6508640897061144,31.982150061826413,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,model.output_head,model.output_head,Output Head Projection,Model Output,11,229.8014690168202,0.2298014690168202,20.891042637892745,0.020891042637892744,3.338661976158619,0.003338661976158619,182.28608090430498,0.18228608090430498,51.03957555525836,229.8014690168202,0.11166252138815363,1.347186198336464,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,float32,cuda,attn.cache_concat,attn.cache_concat,KV Cache Concat,Self-Attention,320,1006.7586251534522,1.0067586251534522,3.146120703604538,0.003146120703604538,0.9730509482324123,0.0009730509482324123,22.860131226480007,0.022860131226480007,5.024574937889203,1006.7586251534522,0.48919272359254234,5.902013292890008,
