architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,vocab_size,batch_size,seq_len,phase,phase_tokens,decode_tokens,timed_repeats,dtype,device,name,operation_key,pretty_name,group,count,total_ms,total,avg_ms,avg,min_ms,min,max_ms,max,std_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,cuda_autocast_float16,cuda,block.norm1,block.norm1,LayerNorm (Pre-Attention),Layer Normalization,352,115.07401522248983,0.11507401522248983,0.3269148159729825,0.0003269148159729825,0.22285198792815208,0.00022285198792815208,1.150965690612793,0.001150965690612793,0.1397165824918303,115.07401522248983,0.0559154592917832,1.5131999004066559
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,cuda_autocast_float16,cuda,attn.qkv_projection,attn.qkv_projection,QKV Projection,Self-Attention,352,602.0472319796681,0.6020472319796681,1.7103614544876935,0.0017103614544876934,0.7683979347348213,0.0007683979347348213,20.725517999380827,0.020725517999380827,2.2277946295831423,602.0472319796681,0.29253995723015946,7.916798677010873
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,cuda_autocast_float16,cuda,attn.matmul_qk,attn.matmul_qk,QK^T MatMul,Self-Attention,352,543.598486110568,0.543598486110568,1.544313880995932,0.001544313880995932,0.44349581003189087,0.00044349581003189087,29.15694424882531,0.02915694424882531,2.702449957118838,543.598486110568,0.2641392060789932,7.14820955411451
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,cuda_autocast_float16,cuda,attn.apply_causal_mask,attn.apply_causal_mask,Causal Mask,Self-Attention,32,428.08753717690706,0.42808753717690706,13.377735536778346,0.013377735536778346,11.715742759406567,0.011715742759406567,25.2983421087265,0.0252983421087265,2.5546072131231012,428.08753717690706,0.20801143691783627,5.6292640642544045
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,cuda_autocast_float16,cuda,attn.softmax,attn.softmax,Softmax,Self-Attention,352,2424.305428750813,2.424305428750813,6.887231331678446,0.006887231331678447,0.1366431824862957,0.0001366431824862957,207.88995595648885,0.20788995595648885,27.411998187487487,2424.305428750813,1.177990976069394,31.87912341677019
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,cuda_autocast_float16,cuda,attn.weighted_sum,attn.weighted_sum,Attention Weighted Sum,Self-Attention,352,523.1033931486309,0.5231033931486309,1.4860891850813376,0.0014860891850813375,0.3255419433116913,0.0003255419433116913,16.914405394345522,0.016914405394345522,3.2347281364282154,523.1033931486309,0.25418046314316367,6.878703249247455
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,cuda_autocast_float16,cuda,attn.out_projection,attn.out_projection,Output Projection,Self-Attention,352,266.9046111404896,0.2669046111404896,0.7582517361945726,0.0007582517361945727,0.3876560367643833,0.0003876560367643833,4.514646250754595,0.004514646250754595,0.7325286251435965,266.9046111404896,0.12969125905757511,3.5097413626784837
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,cuda_autocast_float16,cuda,block.norm2,block.norm2,LayerNorm (Pre-FFN),Layer Normalization,352,116.41576560214162,0.11641576560214162,0.33072660682426597,0.00033072660682426596,0.21085189655423164,0.00021085189655423164,0.939441379159689,0.000939441379159689,0.13620254863648415,116.41576560214162,0.056567427406288444,1.530843645060339
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,cuda_autocast_float16,cuda,ff.linear1,ff.linear1,FFN Linear 1,Feed Forward Network,352,735.8158091083169,0.7358158091083169,2.090385821330446,0.0020903858213304457,0.9532342664897442,0.0009532342664897442,15.181155875325203,0.015181155875325203,2.5172912727075185,735.8158091083169,0.3575392658446632,9.675828265030768
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,2048,prefill_plus_decode,2058,10,1,cuda_autocast_float16,cuda,ff.gelu,ff.gelu,GELU Activation,Feed Forward Network,352,108.93723601475358,0.10893723601475358,0.30948078413282265,0.00030948078413282264,0.17770007252693176,0.00017770007252693176,1.4324760995805264,0.0014324760995805264,0.255887295090278,108.93723601475358,0.052933545196673266,1.4325025017106097
