architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,vocab_size,batch_size,seq_len,phase,phase_tokens,decode_tokens,timed_repeats,dtype,device,name,operation_key,pretty_name,group,count,total_ms,total,avg_ms,avg,min_ms,min,max_ms,max,std_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total,source_operations
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill_plus_decode,4106,10,1,float32,cuda,block.norm1,block.norm1,LayerNorm (Pre-Attention),Layer Normalization,352,136.3018685951829,0.1363018685951829,0.38722121759995143,0.00038722121759995144,0.25469623506069183,0.00025469623506069183,2.858757972717285,0.002858757972717285,0.3242134164524783,136.3018685951829,0.03319577900515901,0.34836441382545763,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill_plus_decode,4106,10,1,float32,cuda,attn.q_proj,attn.q_proj,Q Projection,Self-Attention,352,1416.8053893372416,1.4168053893372416,4.025015310617164,0.004025015310617164,0.4641171544790268,0.0004641171544790268,78.57682788744569,0.07857682788744569,11.162659288774172,1416.8053893372416,0.34505732813863654,3.6211138119251047,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill_plus_decode,4106,10,1,float32,cuda,attn.k_proj,attn.k_proj,K Projection,Self-Attention,352,1379.5264572836459,1.3795264572836459,3.919109253646721,0.003919109253646721,0.4694289527833462,0.0004694289527833462,39.476106874644756,0.039476106874644756,10.598767110526408,1379.5264572836459,0.3359781922268987,3.5258351965492554,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill_plus_decode,4106,10,1,float32,cuda,attn.v_proj,attn.v_proj,V Projection,Self-Attention,352,1378.8847089745104,1.3788847089745104,3.9172861050412227,0.003917286105041223,0.4688841290771961,0.0004688841290771961,39.43345509469509,0.03943345509469509,10.594937642416646,1378.8847089745104,0.33582189697382137,3.5241949969258783,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill_plus_decode,4106,10,1,float32,cuda,attn.matmul_qk,attn.matmul_qk,QK^T MatMul,Self-Attention,352,3852.6686024852097,3.8526686024852097,10.945081257060254,0.010945081257060254,0.6490587256848812,0.0006490587256848812,708.9260402135551,0.7089260402135551,46.06748166282435,3852.6686024852097,0.9383021438103287,9.846766249072083,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill_plus_decode,4106,10,1,float32,cuda,attn.apply_causal_mask,attn.apply_causal_mask,Causal Mask,Self-Attention,352,3032.3366411030293,3.0323366411030293,8.614592730406333,0.008614592730406333,0.499185174703598,0.000499185174703598,89.69169110059738,0.08969169110059738,25.474589248204655,3032.3366411030293,0.7385135511697587,7.7501371579629765,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill_plus_decode,4106,10,1,float32,cuda,attn.softmax,attn.softmax,Softmax,Self-Attention,352,2084.223602898419,2.084223602898419,5.921089780961418,0.005921089780961418,0.15726499259471893,0.00015726499259471893,64.25652001053095,0.06425652001053095,18.158499251570788,2084.223602898419,0.507604384534442,5.326921348828459,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill_plus_decode,4106,10,1,float32,cuda,attn.weighted_sum,attn.weighted_sum,Attention Weighted Sum,Self-Attention,352,2483.5902275517583,2.4835902275517583,7.0556540555447675,0.007055654055544767,0.5158558487892151,0.0005158558487892151,87.21171459183097,0.08721171459183097,20.588524318314978,2483.5902275517583,0.6048685405630195,6.347634575526871,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill_plus_decode,4106,10,1,float32,cuda,attn.out_projection,attn.out_projection,Output Projection,Self-Attention,352,1394.6864842437208,1.3946864842437208,3.9621775120560248,0.003962177512056025,0.47957058995962143,0.00047957058995962143,49.078111071139574,0.049078111071139574,10.721850127175165,1394.6864842437208,0.33967035661074546,3.5645816492571774,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill_plus_decode,4106,10,1,float32,cuda,block.norm2,block.norm2,LayerNorm (Pre-FFN),Layer Normalization,352,139.3496128730476,0.1393496128730476,0.3958795820257034,0.00039587958202570337,0.2686786465346813,0.0002686786465346813,1.4165998436510563,0.0014165998436510563,0.29401542488807886,139.3496128730476,0.033938045025096834,0.3561539302847041,
