architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,vocab_size,batch_size,seq_len,phase,phase_tokens,decode_tokens,timed_repeats,dtype,device,name,operation_key,pretty_name,group,count,total_ms,total,avg_ms,avg,min_ms,min,max_ms,max,std_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total,source_operations
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill_plus_decode,522,10,1,float32,cuda,block.norm1,block.norm1,LayerNorm (Pre-Attention),Layer Normalization,352,110.12227600440383,0.11012227600440383,0.31284737501251086,0.00031284737501251084,0.20304787904024124,0.00020304787904024124,7.472821045666933,0.007472821045666933,0.3958421909752265,110.12227600440383,0.21096221456782344,1.8222603073525976,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill_plus_decode,522,10,1,float32,cuda,attn.q_proj,attn.q_proj,Q Projection,Self-Attention,352,396.1191955022514,0.3961191955022514,1.1253386235859415,0.0011253386235859416,0.4871753044426441,0.0004871753044426441,13.06648924946785,0.01306648924946785,1.4379798524900318,396.1191955022514,0.7588490335292172,6.5548253553652485,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill_plus_decode,522,10,1,float32,cuda,attn.k_proj,attn.k_proj,K Projection,Self-Attention,352,399.15651828050613,0.39915651828050613,1.1339673814787106,0.0011339673814787106,0.5064369179308414,0.0005064369179308414,12.920266017317772,0.012920266017317772,1.4338955610015847,399.15651828050613,0.7646676595411995,6.605085783502515,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill_plus_decode,522,10,1,float32,cuda,attn.v_proj,attn.v_proj,V Projection,Self-Attention,352,399.297162424773,0.399297162424773,1.1343669387067414,0.0011343669387067414,0.5058920942246914,0.0005058920942246914,13.92568415030837,0.01392568415030837,1.459280157991708,399.297162424773,0.7649370927677643,6.607413107735704,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill_plus_decode,522,10,1,float32,cuda,attn.matmul_qk,attn.matmul_qk,QK^T MatMul,Self-Attention,352,221.7474766075611,0.2217474766075611,0.6299644221805714,0.0006299644221805713,0.3696838393807411,0.0003696838393807411,5.125314928591251,0.005125314928591251,0.533076876648312,221.7474766075611,0.42480359503364196,3.669390422528117,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill_plus_decode,522,10,1,float32,cuda,attn.apply_causal_mask,attn.apply_causal_mask,Causal Mask,Self-Attention,352,236.58331111073494,0.23658331111073494,0.6721116792918607,0.0006721116792918607,0.4211021587252617,0.0004211021587252617,3.029210027307272,0.003029210027307272,0.39127819149581694,236.58331111073494,0.453224733928611,3.914888003240167,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill_plus_decode,522,10,1,float32,cuda,attn.softmax,attn.softmax,Softmax,Self-Attention,352,87.02520001679659,0.08702520001679659,0.2472306818658994,0.0002472306818658994,0.1355358399450779,0.0001355358399450779,1.175764948129654,0.001175764948129654,0.2040713093116571,87.02520001679659,0.16671494256091302,1.4400589370645343,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill_plus_decode,522,10,1,float32,cuda,attn.weighted_sum,attn.weighted_sum,Attention Weighted Sum,Self-Attention,352,173.80729224532843,0.17380729224532843,0.49377071660604666,0.0004937707166060467,0.21187914535403252,0.00021187914535403252,11.497464962303638,0.011497464962303638,0.9954900762002975,173.80729224532843,0.33296416138951807,2.8760950216323997,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill_plus_decode,522,10,1,float32,cuda,attn.out_projection,attn.out_projection,Output Projection,Self-Attention,352,399.65709019452333,0.39965709019452333,1.1353894607798958,0.0011353894607798957,0.5044196732342243,0.0005044196732342243,12.829300947487354,0.012829300947487354,1.424549747523704,399.65709019452333,0.7656266095680524,6.613369051547688,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill_plus_decode,522,10,1,float32,cuda,block.norm2,block.norm2,LayerNorm (Pre-FFN),Layer Normalization,352,107.6233615167439,0.1076233615167439,0.30574818612711335,0.00030574818612711334,0.2231420949101448,0.0002231420949101448,0.47562411054968834,0.00047562411054968834,0.02429979552685537,107.6233615167439,0.20617502206272778,1.7809092488061058,
