architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,vocab_size,batch_size,seq_len,phase,phase_tokens,decode_tokens,timed_repeats,dtype,device,name,operation_key,pretty_name,group,count,total_ms,total,avg_ms,avg,min_ms,min,max_ms,max,std_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total,source_operations
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,block.norm1,block.norm1,LayerNorm (Pre-Attention),Layer Normalization,32,12.379979249089956,0.012379979249089956,0.38687435153406113,0.00038687435153406113,0.3178827464580536,0.0003178827464580536,2.1740146912634373,0.0021740146912634373,0.3210823046577698,12.379979249089956,0.02417964697087882,0.42910785910459753,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,attn.q_proj,attn.q_proj,Q Projection,Self-Attention,32,175.13619596138597,0.17513619596138597,5.473006123793311,0.005473006123793311,4.996404051780701,0.004996404051780701,13.06648924946785,0.01306648924946785,1.3714094399130807,175.13619596138597,0.34206288273708196,6.070472057232082,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,attn.k_proj,attn.k_proj,K Projection,Self-Attention,32,175.22460408508778,0.17522460408508778,5.475768877658993,0.005475768877658993,4.9931081011891365,0.0049931081011891365,12.920266017317772,0.012920266017317772,1.3444343867664574,175.22460408508778,0.34223555485368706,6.073536409758515,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,attn.v_proj,attn.v_proj,V Projection,Self-Attention,32,176.28866992890835,0.17628866992890835,5.509020935278386,0.005509020935278386,5.003954749554396,0.005003954749554396,13.92568415030837,0.01392568415030837,1.5179496989247385,176.28866992890835,0.3443138084548991,6.110418459962415,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,attn.matmul_qk,attn.matmul_qk,QK^T MatMul,Self-Attention,32,68.94307909533381,0.06894307909533381,2.1544712217291817,0.0021544712217291817,1.6987440176308155,0.0016987440176308155,5.125314928591251,0.005125314928591251,0.7476677028862644,68.94307909533381,0.13465445135807386,2.389666127497938,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,attn.apply_causal_mask,attn.apply_causal_mask,Causal Mask,Self-Attention,32,60.42014388367534,0.06042014388367534,1.8881294963648543,0.0018881294963648543,1.625599805265665,0.001625599805265665,3.029210027307272,0.003029210027307272,0.2151363228513234,60.42014388367534,0.11800809352280339,2.094248953658103,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,attn.softmax,attn.softmax,Softmax,Self-Attention,32,28.350708074867725,0.028350708074867725,0.8859596273396164,0.0008859596273396164,0.6598257459700108,0.0006598257459700108,1.175764948129654,0.001175764948129654,0.07504086385341227,28.350708074867725,0.055372476708726026,0.9826762550510894,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,attn.weighted_sum,attn.weighted_sum,Attention Weighted Sum,Self-Attention,32,83.31086346879601,0.08331086346879601,2.6034644833998755,0.0026034644833998755,1.2591159902513027,0.0012591159902513027,11.497464962303638,0.011497464962303638,2.4495515227274463,83.31086346879601,0.16271653021249222,2.8876741668107715,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,attn.out_projection,attn.out_projection,Output Projection,Self-Attention,32,174.3950075469911,0.1743950075469911,5.449843985843472,0.005449843985843472,4.9788691103458405,0.0049788691103458405,12.829300947487354,0.012829300947487354,1.3332470760111303,174.3950075469911,0.340615249115217,6.044781402401825,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,block.norm2,block.norm2,LayerNorm (Pre-FFN),Layer Normalization,32,11.151999235153198,0.011151999235153198,0.34849997609853745,0.00034849997609853745,0.3101709298789501,0.0003101709298789501,0.47562411054968834,0.00047562411054968834,0.02887152149757869,11.151999235153198,0.02178124850615859,0.3865443083747067,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,ff.linear1,ff.linear1,FFN Linear 1,Feed Forward Network,32,620.6733137369156,0.6206733137369156,19.396041054278612,0.019396041054278612,18.738174811005592,0.018738174811005592,30.554696917533875,0.030554696917533875,2.0622124086450335,620.6733137369156,1.2122525658924133,21.513428375139014,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,ff.gelu,ff.gelu,GELU Activation,Feed Forward Network,32,23.103329818695784,0.023103329818695784,0.7219790568342432,0.0007219790568342432,0.5323220975697041,0.0005323220975697041,0.7857312448322773,0.0007857312448322773,0.08082504978995819,23.103329818695784,0.0451236910521402,0.8007945891683717,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,ff.linear2,ff.linear2,FFN Linear 2,Feed Forward Network,32,1199.7773637995124,1.1997773637995124,37.49304261873476,0.03749304261873476,35.530672408640385,0.035530672408640385,40.37772910669446,0.04037772910669446,1.1513405967874226,1199.7773637995124,2.3433151636709226,41.58600637557706,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,512,prefill,512,10,1,float32,cuda,model.final_norm,model.final_norm,Final LayerNorm,Model Output,1,0.32047415152192116,0.00032047415152192116,0.32047415152192116,0.00032047415152192116,0.32047415152192116,0.00032047415152192116,0.32047415152192116,0.00032047415152192116,0.0,0.32047415152192116,0.0006259260771912523,0.011108094310258464,
