architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,vocab_size,batch_size,seq_len,phase,phase_tokens,decode_tokens,timed_repeats,dtype,device,name,operation_key,pretty_name,group,count,total_ms,total,avg_ms,avg,min_ms,min,max_ms,max,std_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,1024,decode,10,10,1,cuda_autocast_float16,cuda,block.norm1,block.norm1,LayerNorm (Pre-Attention),Layer Normalization,320,90.92495264485478,0.09092495264485478,0.2841404770151712,0.0002841404770151712,0.1833643764257431,0.0001833643764257431,0.36023184657096863,0.00036023184657096863,0.01607305647187137,90.92495264485478,9.092495264485478,3.3211578593065414
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,1024,decode,10,10,1,cuda_autocast_float16,cuda,attn.qkv_projection,attn.qkv_projection,QKV Projection,Self-Attention,320,403.8757844828069,0.4038757844828069,1.2621118265087716,0.0012621118265087716,0.8667390793561935,0.0008667390793561935,1.5483852475881577,0.0015483852475881577,0.06717341682751668,403.8757844828069,40.38757844828069,14.752113658588437
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,1024,decode,10,10,1,cuda_autocast_float16,cuda,attn.matmul_qk,attn.matmul_qk,QK^T MatMul,Self-Attention,320,193.83300468325615,0.19383300468325615,0.6057281396351755,0.0006057281396351754,0.4366491921246052,0.0004366491921246052,0.8432180620729923,0.0008432180620729923,0.06407193207057772,193.83300468325615,19.383300468325615,7.080014761307946
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,1024,decode,10,10,1,cuda_autocast_float16,cuda,attn.softmax,attn.softmax,Softmax,Self-Attention,320,59.81201399117708,0.05981201399117708,0.18691254372242838,0.00018691254372242837,0.15801889821887016,0.00015801889821887016,0.3383113071322441,0.0003383113071322441,0.01594583014782072,59.81201399117708,5.981201399117708,2.184715356670482
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,1024,decode,10,10,1,cuda_autocast_float16,cuda,attn.weighted_sum,attn.weighted_sum,Attention Weighted Sum,Self-Attention,320,133.1279524601996,0.1331279524601996,0.41602485143812373,0.00041602485143812375,0.32259803265333176,0.00032259803265333176,0.4979311488568783,0.0004979311488568783,0.022335546827773552,133.1279524601996,13.31279524601996,4.862679965680456
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,1024,decode,10,10,1,cuda_autocast_float16,cuda,attn.out_projection,attn.out_projection,Output Projection,Self-Attention,320,194.28594317287207,0.19428594317287207,0.6071435724152252,0.0006071435724152252,0.3969999961555004,0.0003969999961555004,0.7892330177128315,0.0007892330177128315,0.0411699212201132,194.28594317287207,19.428594317287207,7.096558957161926
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,1024,decode,10,10,1,cuda_autocast_float16,cuda,block.norm2,block.norm2,LayerNorm (Pre-FFN),Layer Normalization,320,91.55377326533198,0.09155377326533198,0.28610554145416245,0.00028610554145416247,0.2540862187743187,0.0002540862187743187,0.3629191778600216,0.0003629191778600216,0.013119034797987313,91.55377326533198,9.155377326533198,3.344126389781878
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,1024,decode,10,10,1,cuda_autocast_float16,cuda,ff.linear1,ff.linear1,FFN Linear 1,Feed Forward Network,320,523.0401665903628,0.5230401665903628,1.6345005205948837,0.0016345005205948837,1.2126010842621326,0.0012126010842621326,1.8119420856237411,0.0018119420856237411,0.08629794934531436,523.0401665903628,52.30401665903628,19.104755179687015
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,1024,decode,10,10,1,cuda_autocast_float16,cuda,ff.gelu,ff.gelu,GELU Activation,Feed Forward Network,320,73.75320652499795,0.07375320652499795,0.2304787703906186,0.0002304787703906186,0.20851567387580872,0.00020851567387580872,0.30400604009628296,0.00030400604009628296,0.011882526787075425,73.75320652499795,7.375320652499795,2.693936420910705
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,1024,decode,10,10,1,cuda_autocast_float16,cuda,ff.linear2,ff.linear2,FFN Linear 2,Feed Forward Network,320,500.45232800766826,0.5004523280076683,1.5639135250239633,0.0015639135250239632,1.165847759693861,0.001165847759693861,1.6688033938407898,0.0016688033938407898,0.08636907198302873,500.45232800766826,50.045232800766826,18.279703579971848
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,1024,decode,10,10,1,cuda_autocast_float16,cuda,model.output_head,model.output_head,Output Head Projection,Model Output,10,44.14160270243883,0.04414160270243883,4.414160270243883,0.004414160270243883,4.387100227177143,0.004387100227177143,4.426110070198774,0.004426110070198774,0.010472707851647754,44.14160270243883,4.414160270243883,1.6123322198495245
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,1024,decode,10,10,1,cuda_autocast_float16,cuda,attn.cache_concat,attn.cache_concat,KV Cache Concat,Self-Attention,320,428.94786689430475,0.42894786689430475,1.3404620840447024,0.0013404620840447024,1.019093208014965,0.001019093208014965,11.536404024809599,0.011536404024809599,1.4568534925861667,428.94786689430475,42.894786689430475,15.667905651083242
