architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,vocab_size,batch_size,seq_len,phase,phase_tokens,decode_tokens,timed_repeats,dtype,device,name,operation_key,pretty_name,group,count,total_ms,total,avg_ms,avg,min_ms,min,max_ms,max,std_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total,source_operations
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill,4096,10,1,float32,cuda,block.norm1,block.norm1,LayerNorm (Pre-Attention),Layer Normalization,32,44.08532800152898,0.04408532800152898,1.3776665000477806,0.0013776665000477806,1.1081169359385967,0.0011081169359385967,2.858757972717285,0.002858757972717285,0.27239457963780994,44.08532800152898,0.010763019531623286,0.12295114266345288,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill,4096,10,1,float32,cuda,attn.q_proj,attn.q_proj,Q Projection,Self-Attention,32,1236.9835781864822,1.2369835781864822,38.65573681832757,0.03865573681832757,37.1648040600121,0.0371648040600121,78.57682788744569,0.07857682788744569,7.170420743545089,1236.9835781864822,0.30199794389318413,3.449867592879876,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill,4096,10,1,float32,cuda,attn.k_proj,attn.k_proj,K Projection,Self-Attention,32,1197.8606604970992,1.1978606604970992,37.43314564053435,0.03743314564053435,37.15270105749369,0.03715270105749369,39.476106874644756,0.039476106874644756,0.3730530403007444,1197.8606604970992,0.2924464503166746,3.3407562932186594,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill,4096,10,1,float32,cuda,attn.v_proj,attn.v_proj,V Projection,Self-Attention,32,1197.4163884297013,1.1974163884297013,37.41926213842817,0.037419262138428167,37.1604198589921,0.0371604198589921,39.43345509469509,0.03943345509469509,0.36808828314184305,1197.4163884297013,0.29233798545647005,3.3395172470140326,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill,4096,10,1,float32,cuda,attn.matmul_qk,attn.matmul_qk,QK^T MatMul,Self-Attention,32,3609.3390942551196,3.6093390942551196,112.79184669547249,0.11279184669547249,88.96251255646348,0.08896251255646348,708.9260402135551,0.7089260402135551,109.24354231669864,3609.3390942551196,0.8811863023083788,10.066214453097592,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill,4096,10,1,float32,cuda,attn.apply_causal_mask,attn.apply_causal_mask,Causal Mask,Self-Attention,32,2853.5059806890786,2.8535059806890786,89.1720618965337,0.0891720618965337,88.77605432644486,0.08877605432644486,89.69169110059738,0.08969169110059738,0.20464275816139288,2853.5059806890786,0.6966567335666696,7.958244541371018,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill,4096,10,1,float32,cuda,attn.softmax,attn.softmax,Softmax,Self-Attention,32,2026.9703585654497,2.0269703585654497,63.342823705170304,0.0633428237051703,62.722534872591496,0.0627225348725915,64.25652001053095,0.06425652001053095,0.2458689165056219,2026.9703585654497,0.494865810196643,5.653089883371796,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill,4096,10,1,float32,cuda,attn.weighted_sum,attn.weighted_sum,Attention Weighted Sum,Self-Attention,32,2284.0631627477705,2.2840631627477705,71.37697383586783,0.07137697383586783,63.410633243620396,0.0634106332436204,87.21171459183097,0.08721171459183097,10.571982266157962,2284.0631627477705,0.5576326080927174,6.370105168903331,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill,4096,10,1,float32,cuda,attn.out_projection,attn.out_projection,Output Projection,Self-Attention,32,1209.9907477386296,1.2099907477386296,37.812210866832174,0.037812210866832174,37.20810078084469,0.03720810078084469,49.078111071139574,0.049078111071139574,2.0262628130844664,1209.9907477386296,0.29540789739712636,3.3745863258976,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,4096,prefill,4096,10,1,float32,cuda,block.norm2,block.norm2,LayerNorm (Pre-FFN),Layer Normalization,32,42.24762599915266,0.04224762599915266,1.3202383124735206,0.0013202383124735206,1.1169160716235638,0.0011169160716235638,1.4165998436510563,0.0014165998436510563,0.09540120585582271,42.24762599915266,0.01031436181619938,0.11782591004503508,
