architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,vocab_size,batch_size,seq_len,phase,phase_tokens,decode_tokens,timed_repeats,dtype,device,name,operation_key,pretty_name,group,count,total_ms,total,avg_ms,avg,min_ms,min,max_ms,max,std_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total,source_operations
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,decode,10,10,1,float32,cuda,block.norm1,block.norm1,LayerNorm (Pre-Attention),Layer Normalization,320,91.99000569060445,0.09199000569060445,0.2874687677831389,0.0002874687677831389,0.26593124493956566,0.00026593124493956566,0.36649778485298157,0.00036649778485298157,0.01547300790527848,91.99000569060445,9.199000569060445,2.495397260310138,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,decode,10,10,1,float32,cuda,attn.q_proj,attn.q_proj,Q Projection,Self-Attention,320,162.75815339758992,0.16275815339758992,0.5086192293674685,0.0005086192293674685,0.4503638483583927,0.0004503638483583927,0.6856396794319153,0.0006856396794319153,0.02195444079820899,162.75815339758992,16.275815339758992,4.41511278352889,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,decode,10,10,1,float32,cuda,attn.k_proj,attn.k_proj,K Projection,Self-Attention,320,165.20594339817762,0.16520594339817762,0.5162685731193051,0.0005162685731193051,0.45593082904815674,0.00045593082904815674,0.6882320158183575,0.0006882320158183575,0.026257193294590975,165.20594339817762,16.520594339817762,4.481513567129505,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,decode,10,10,1,float32,cuda,attn.v_proj,attn.v_proj,V Projection,Self-Attention,320,165.18735140562057,0.16518735140562057,0.5162104731425643,0.0005162104731425643,0.45925891026854515,0.00045925891026854515,0.7586912252008915,0.0007586912252008915,0.02897182640029709,165.18735140562057,16.518735140562057,4.481009225305169,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,decode,10,10,1,float32,cuda,attn.matmul_qk,attn.matmul_qk,QK^T MatMul,Self-Attention,320,380.913401953876,0.380913401953876,1.1903543811058626,0.0011903543811058626,1.1113667860627174,0.0011113667860627174,1.357970293611288,0.001357970293611288,0.04949340596483058,380.913401953876,38.0913401953876,10.332973158498245,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,decode,10,10,1,float32,cuda,attn.apply_causal_mask,attn.apply_causal_mask,Causal Mask,Self-Attention,320,182.43121774867177,0.18243121774867177,0.5700975554645993,0.0005700975554645993,0.5351565778255463,0.0005351565778255463,0.6611300632357597,0.0006611300632357597,0.019530298272914543,182.43121774867177,18.243121774867177,4.948780658805571,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,decode,10,10,1,float32,cuda,attn.softmax,attn.softmax,Softmax,Self-Attention,320,57.91602097451687,0.05791602097451687,0.18098756554536521,0.00018098756554536523,0.16680266708135605,0.00016680266708135605,0.2601388841867447,0.0002601388841867447,0.011913345531418639,57.91602097451687,5.791602097451687,1.5710780642188287,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,decode,10,10,1,float32,cuda,attn.weighted_sum,attn.weighted_sum,Attention Weighted Sum,Self-Attention,320,287.3947541229427,0.2873947541229427,0.8981086066341959,0.0008981086066341959,0.8319010958075523,0.0008319010958075523,1.0655778460204601,0.0010655778460204601,0.04669416287365579,287.3947541229427,28.73947541229427,7.796108682479901,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,decode,10,10,1,float32,cuda,attn.out_projection,attn.out_projection,Output Projection,Self-Attention,320,167.91554912924767,0.16791554912924767,0.524736091028899,0.000524736091028899,0.4894956946372986,0.0004894956946372986,0.6962320767343044,0.0006962320767343044,0.02544877380737753,167.91554912924767,16.791554912924767,4.555016581582774,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,decode,10,10,1,float32,cuda,block.norm2,block.norm2,LayerNorm (Pre-FFN),Layer Normalization,320,96.73867654055357,0.09673867654055357,0.3023083641892299,0.00030230836418922993,0.28596119955182076,0.00028596119955182076,0.3736009821295738,0.0003736009821295738,0.01179941794264844,96.73867654055357,9.673867654055357,2.624213647917862,
decoder,phi,phi_old_baseline_like,3072,32,32,96,32,12288,30257,1,8192,decode,10,10,1,float32,cuda,ff.linear1,ff.linear1,FFN Linear 1,Feed Forward Network,320,404.2935469187796,0.4042935469187796,1.2634173341211863,0.0012634173341211862,1.1715209111571312,0.0011715209111571312,1.3837600126862526,0.0013837600126862526,0.0673760536870884,404.2935469187796,40.42935469187796,10.967202379956301,
