architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,batch_size,seq_len,encoder_seq_len,decoder_seq_len,phase,phase_tokens,timed_repeats,dtype,device,operation_key,count,avg_ms,min_ms,max_ms,std_ms,total_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,attn.k_proj,120,1.1702034311989944,1.0811281390488148,1.322306925430894,0.08461571352622455,140.42441174387932,28.084882348775864,0.0034283303648408037,0.7541235276447239
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,attn.matmul_qk,120,52.6551981883434,52.437752950936556,52.99736396409571,0.1269764668277253,6318.6237826012075,1263.7247565202415,0.1542632759424123,33.933009208441746
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,attn.out_projection,120,1.2176927140293021,1.0923920199275017,1.3388178776949644,0.08412928738976738,146.12312568351626,29.224625136703253,0.0035674591231327213,0.7847274248291783
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,attn.q_proj,120,1.14894684132499,1.069673104211688,1.2787880841642618,0.08524561382187874,137.8736209589988,27.57472419179976,0.0033660551991943066,0.7404249739453412
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,attn.softmax,120,67.88165404965791,67.47995293699205,68.26669489964843,0.1641501827970909,8145.798485958949,1629.1596971917897,0.19887203334860715,43.74551556547408
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,attn.v_proj,120,1.1585500925624121,1.0718810372054577,1.3436819426715374,0.0871471189865099,139.02601110748947,27.805202221497893,0.003394189724303942,0.7466136737106489
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,attn.weighted_sum,120,20.202085222505655,19.645808963105083,21.04289294220507,0.26202012187848145,2424.2502267006785,484.8500453401357,0.05918579655030953,13.018990858850598
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,block.norm1,120,0.666546569361041,0.5789638962596655,0.8158858399838209,0.08616448487615758,79.98558832332492,15.997117664664984,0.0019527731524249248,0.42954792032271805
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,block.norm2,120,0.7211584442605575,0.6077631842344999,0.8723968639969826,0.08872784454203607,86.5390133112669,17.30780266225338,0.002112768879669602,0.4647418863054689
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,ff.gelu,120,1.2449345958884805,1.1688070371747017,1.3991049490869045,0.08555838018161815,149.39215150661767,29.878430301323533,0.003647269323892033,0.8022831279655768
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,ff.linear1,120,3.497479772583271,3.401236841455102,3.702028887346387,0.08881044540019561,419.6975727099925,83.9395145419985,0.010246522771240052,2.2539087765826658
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,ff.linear2,120,3.581409303781887,3.481172025203705,3.8352429401129484,0.09181469088347417,429.7691164538264,85.95382329076529,0.010492410069673497,2.307996153575073
encoder,encoder,bert_large,1024,16,16,64,24,4096,1,8192,8192,,prefill,8192,5,float16,cuda,model.final_norm,5,0.6747052073478699,0.5966590251773596,0.7863829378038645,0.09048104460613987,3.3735260367393494,0.6747052073478699,8.236147550633177e-05,0.018116902352187284
