architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,batch_size,seq_len,encoder_seq_len,decoder_seq_len,phase,phase_tokens,timed_repeats,dtype,device,operation_key,count,avg_ms,min_ms,max_ms,std_ms,total_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,attn.apply_causal_mask,120,6.098786797762538,6.008588941767812,6.300522014498711,0.06760946192167722,731.8544157315046,146.3708831463009,0.07147015778627974,8.635341253970093
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,attn.k_proj,240,0.42064480755167705,0.35577290691435337,0.4947790876030922,0.012882051901210485,100.95475381240249,20.190950762480497,0.00985886267699243,1.1911914878716305
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,attn.matmul_qk,240,4.607028020351815,4.5608889777213335,4.780727904289961,0.050398494528784345,1105.6867248844355,221.1373449768871,0.10797721922699566,13.046286234152499
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,attn.out_projection,240,0.4701979720266536,0.42038108222186565,0.6563779897987843,0.05494768307903253,112.84751328639686,22.569502657279372,0.011020264969374693,1.331517260732724
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,attn.q_proj,240,0.4163374095999946,0.34070108085870743,0.4773079417645931,0.013084533906088314,99.92097830399871,19.98419566079974,0.009757908037499874,1.1789937008484557
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,attn.softmax,240,12.293033123326799,9.997579036280513,14.714722987264395,2.2559977002793,2950.3279495984316,590.0655899196863,0.28811796382797183,34.811689467560875
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,attn.v_proj,240,0.4192197646868105,0.40140398778021336,0.4693081136792898,0.010050687800661899,100.61274352483451,20.122548704966903,0.00982546323484712,1.1871560192291877
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,attn.weighted_sum,240,1.179089318611659,1.0531749576330185,1.3645649887621403,0.05535851794579204,282.9814364667982,56.59628729335964,0.02763490590496076,3.3389718226773097
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,block.norm1,240,0.2850738354027271,0.1966699492186308,0.34745316952466965,0.015452333502970777,68.41772049665451,13.683544099330902,0.006681418017251417,0.8072785401135115
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,block.norm2,240,0.29986086301505566,0.2793259918689728,0.39366097189486027,0.014500654732902232,71.96660712361336,14.393321424722672,0.007027988976915367,0.849152779629863
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,block.norm3,120,0.29329001942339045,0.272765988484025,0.427227932959795,0.017003897675714565,35.19480233080685,7.03896046616137,0.0034369924151178566,0.4152726580036623
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,cross_attn.k_proj,120,0.42141137140182156,0.4048929549753666,0.4855319857597351,0.013311967099890382,50.56936456821859,10.113872913643718,0.0049384145086150966,0.5966811303673238
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,cross_attn.matmul_qk,120,4.6312035371859865,4.589560907334089,4.807607037946582,0.06220012578216946,555.7444244623184,111.14888489246368,0.05427191645139828,6.557373504984016
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,cross_attn.out_projection,120,0.47287223278544843,0.34972489811480045,0.6754191126674414,0.06387441695481115,56.74466793425381,11.348933586850762,0.005541471477954474,0.669545146442439
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,cross_attn.q_proj,120,0.41601570167889196,0.40012411773204803,0.510555924847722,0.014486583905073824,49.92188420146704,9.984376840293407,0.004875184004049515,0.5890413405375983
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,cross_attn.softmax,120,10.058933073499551,9.994826978072524,10.278247995302081,0.06882072949099631,1207.071968819946,241.4143937639892,0.11787812195507286,14.242557187337987
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,cross_attn.v_proj,120,0.4186172232342263,0.4014051519334316,0.491579994559288,0.014445437981300751,50.23406678810716,10.046813357621431,0.0049056705847760895,0.5927248643522219
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,cross_attn.weighted_sum,120,1.18676033259059,1.1463260743767023,1.3880201149731874,0.06376921261642111,142.4112399108708,28.482247982174158,0.013907347647545976,1.680347386853153
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,ff.gelu,240,0.4203517416802545,0.39103697054088116,0.6144910585135221,0.053661340745908614,100.88441800326109,20.176883600652218,0.009851993945630966,1.190361577303006
encoder_decoder,encoder_decoder,t5_large,1024,16,16,64,24,4096,1,2048,2048,2048,prefill,2048,5,float16,cuda,ff.linear1,240,1.3014583887221913,1.260693883523345,1.5049800276756287,0.05531741537138456,312.3500132933259,62.47000265866518,0.030502930985676358,3.6854993254006736
