architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,batch_size,seq_len,encoder_seq_len,decoder_seq_len,phase,phase_tokens,timed_repeats,dtype,device,operation_key,count,avg_ms,min_ms,max_ms,std_ms,total_ms,avg_total_ms_per_repeat,avg_total_ms_per_token,pct_total
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,attn.apply_causal_mask,120,3.006092746121188,2.833189908415079,3.5557360388338566,0.2613011796287891,360.73112953454256,72.14622590690851,0.07045529873721534,21.488129493067056
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,attn.k_proj,120,0.5582209986944994,0.5064208526164293,0.6545789074152708,0.03845259981910256,66.98651984333992,13.397303968667984,0.013083304656902328,3.9902711322443825
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,attn.matmul_qk,120,2.6236399445527545,2.4446221068501472,3.226941917091608,0.2996385532837693,314.8367933463305,62.967358669266105,0.06149156120045518,18.754283261711468
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,attn.out_projection,120,0.5705004402746757,0.5345491226762533,0.7102901581674814,0.0399718261127429,68.46005283296108,13.692010566592216,0.013371104068937711,4.078046943924793
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,attn.q_proj,120,0.5478115228470415,0.4916701000183821,0.6734579801559448,0.0471279957371826,65.73738274164498,13.147476548328996,0.012839332566727535,3.9158621955095643
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,attn.softmax,120,1.6247177806993325,1.5071691013872623,1.991927856579423,0.18674915356899552,194.9661336839199,38.99322673678398,0.03807932298514061,11.613795384857474
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,attn.v_proj,120,0.5567575184007486,0.5050129257142544,0.6609789561480284,0.040076756325774975,66.81090220808983,13.362180441617966,0.013049004337517545,3.9798098934475274
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,attn.weighted_sum,120,0.8075079085150113,0.7523370441049337,0.9482679888606071,0.0717572744395563,96.90094902180135,19.38018980436027,0.018925966605820577,5.772221940668888
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,block.norm1,120,0.30553407268598676,0.27909805066883564,0.411320012062788,0.02308708189119286,36.66408872231841,7.332817744463682,0.007160954828577815,2.1840163537509065
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,block.norm2,120,0.32497742601359886,0.2975938841700554,0.39151194505393505,0.02247377630702464,38.99729112163186,7.799458224326372,0.007616658422193723,2.32300118534743
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,ff.gelu,120,0.4196671924243371,0.3927280195057392,0.5296529270708561,0.03399063481136547,50.36006309092045,10.07201261818409,0.0098359498224454,2.9998618593660975
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,ff.linear1,120,1.378933454786117,1.2817340902984142,1.6998699866235256,0.1389275198824066,165.47201457433403,33.094402914866805,0.032318752846549614,9.856881720299349
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,ff.linear2,120,1.2046148166215669,1.1229529045522213,1.4653138350695372,0.11676227826085156,144.55377799458802,28.910755598917603,0.028233159764567972,8.610818545845333
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,model.final_norm,5,0.3272763919085264,0.30053802765905857,0.3670330625027418,0.027279951570315063,1.636381959542632,0.3272763919085264,0.00031960585147317033,0.09747644316735855
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,prefill,1024,5,float16,cuda,model.output_head,5,1.1265180073678493,1.0669541079550982,1.3442288618534803,0.10890515510301156,5.632590036839247,1.1265180073678493,0.0011001152415701654,0.3355236467923715
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,decode,10,5,float16,cuda,attn.apply_causal_mask,1200,0.31216439868633944,0.27852202765643597,0.6581628695130348,0.04991148226586743,374.59727842360735,74.91945568472147,7.491945568472147,10.370456082882395
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,decode,10,5,float16,cuda,attn.cache_concat,1200,0.40155684905281913,0.32872986048460007,0.6743860431015491,0.04154088375921912,481.86821886338294,96.37364377267659,9.637364377267659,13.340174873904125
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,decode,10,5,float16,cuda,attn.k_proj,1200,0.19320997525937855,0.1752288080751896,0.4129200242459774,0.02855167289018161,231.85197031125426,46.37039406225085,4.637039406225085,6.418654951154306
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,1024,,1024,decode,10,5,float16,cuda,attn.matmul_qk,1200,0.2632168596998478,0.2372430171817541,0.579924089834094,0.04049630902053411,315.86023163981736,63.17204632796347,6.317204632796347,8.744363211431583
